"","text","favorite_count","retweet_count"
"2611","765503",16,0
"2612","765497",14,0
"2613","765487",23,2
"2614","765467",17,2
"2615","765461",15,0
"2616","765439",17,0
"2617","765437",13,4
"2618","765409",20,3
"2619","765389",12,1
"2620","765383",12,1
"2621","765379",17,1
"2622","765353",16,2
"2623","765329",19,1
"2624","765319",18,1
"2625","765313",11,1
"2626","765307",9,0
"2627","765293",16,2
"2628","765287",20,3
"2629","765283",11,2
"2630","765257",11,1
"2631","765251",14,1
"2632","765241",21,4
"2633","765229",22,1
"2634","765227",17,1
"2635","765211",17,1
"2636","765209",23,1
"2637","765203",18,1
"2638","765199",22,2
"2639","765181",19,1
"2640","765169",21,3
"2641","765151",23,1
"2642","765143",16,2
"2643","765139",9,0
"2644","765137",11,2
"2645","765131",16,1
"2646","765109",14,1
"2647","765103",15,1
"2648","765097",15,1
"2649","765091",13,1
"2650","765059",16,1
"2651","765047",16,0
"2652","765043",17,2
"2653","765041",10,2
"2654","765031",20,4
"2655","765007",26,3
"2656","764999",34,3
"2657","764993",19,1
"2658","764989",21,1
"2659","764977",18,1
"2660","764971",11,0
"2661","764969",26,6
"2662","764947",17,0
"2663","764903",19,1
"2664","764899",12,2
"2665","764893",11,1
"2666","764891",28,4
"2667","764887",9,0
"2668","764857",9,2
"2669","764849",6,1
"2670","764839",15,1
"2671","764837",11,1
"2672","764809",15,2
"2673","764789",19,2
"2674","764783",16,2
"2675","764723",26,1
"2676","764719",18,3
"2677","764717",17,1
"2678","764689",14,1
"2679","764683",13,0
"2680","764657",22,2
"2681","764629",13,2
"2682","764627",18,1
"2683","764623",18,0
"2684","764611",11,2
"2685","764593",17,2
"2686","764591",20,3
"2687","764587",25,3
"2688","764563",18,1
"2689","764551",11,0
"2690","764539",17,3
"2691","764521",23,1
"2692","764501",15,2
"2693","764471",16,2
"2694","764459",18,1
"2695","764447",20,3
"2696","764431",13,1
"2697","764399",16,0
"2698","764381",17,1
"2699","764369",34,3
"2700","764341",18,1
"2701","764339",16,2
"2702","764327",14,0
"2703","764321",19,3
"2704","764317",15,2
"2705","764293",18,1
"2706","764273",22,3
"2707","764261",11,0
"2708","764251",25,3
"2709","764249",20,1
"2710","764233",10,0
"2711","764209",16,0
"2712","764189",23,3
"2713","764171",10,0
"2714","764149",13,0
"2715","764143",13,0
"2716","764131",11,0
"2717","764111",17,0
"2718","764089",19,0
"2719","764081",14,0
"2720","764059",21,0
"2721","764053",11,0
"2722","764051",15,0
"2723","764041",16,2
"2724","764021",14,2
"2725","764017",14,0
"2726","764011",17,3
"2727","764003",17,1
"2728","763999",46,5
"2729","763967",15,0
"2730","763957",19,0
"2731","763943",21,0
"2732","763937",20,2
"2733","763927",17,3
"2734","763921",19,1
"2735","763913",17,4
"2736","763907",19,1
"2737","763901",9,3
"2738","763897",9,1
"2739","763883",8,0
"2740","763879",10,1
"2741","763859",9,0
"2742","763843",17,2
"2743","763823",11,0
"2744","763811",17,1
"2745","763801",17,0
"2746","763787",16,2
"2747","763771",14,3
"2748","763757",16,3
"2749","763753",16,2
"2750","763751",19,3
"2751","763739",19,3
"2752","763699",19,2
"2753","763673",33,4
"2754","763663",21,2
"2755","763649",19,1
"2756","763627",12,0
"2757","763621",15,1
"2758","763619",23,1
"2759","763613",22,3
"2760","763601",22,1
"2761","763597",12,1
"2762","763583",16,0
"2763","763579",13,1
"2764","763573",14,1
"2765","763559",10,1
"2766","763549",29,3
"2767","763523",17,2
"2768","763513",20,0
"2769","763493",19,2
"2770","763481",19,1
"2771","763471",17,2
"2772","763457",23,4
"2773","763447",26,3
"2774","763429",17,2
"2775","763423",17,4
"2776","763417",21,3
"2777","763409",23,2
"2778","763403",20,1
"2779","763391",15,1
"2780","763381",13,1
"2781","763369",24,4
"2782","763349",17,2
"2783","763339",25,3
"2784","763307",19,1
"2785","763303",16,1
"2786","763271",15,1
"2787","763267",17,4
"2788","763261",12,1
"2789","763237",12,0
"2790","763223",18,1
"2791","763201",25,3
"2792","763183",26,2
"2793","763159",17,3
"2794","763157",16,0
"2795","763141",21,1
"2796","763123",20,2
"2797","763111",28,4
"2798","763093",23,1
"2799","763073",26,6
"2800","763067",20,3
"2801","763043",18,0
"2802","763039",12,1
"2803","763031",19,0
"2804","763027",23,2
"2805","763013",18,1
"2806","763001",16,0
"2807","762989",16,3
"2808","762973",17,0
"2809","762967",12,1
"2810","762959",7,0
"2811","762919",11,2
"2812","762917",8,1
"2813","762913",13,3
"2814","762901",30,2
"2815","762899",12,0
"2816","762893",11,0
"2817","762877",15,1
"2818","762871",13,2
"2819","762847",13,1
"2820","762823",18,2
"2821","762821",15,2
"2822","762809",14,2
"2823","762791",17,1
"2824","762779",13,0
"2825","762761",23,5
"2826","762743",18,3
"2827","762737",23,1
"2828","762721",17,0
"2829","762667",20,0
"2830","762659",11,0
"2831","762653",18,0
"2832","762647",14,0
"2833","762599",13,0
"2834","762583",22,2
"2835","762577",13,1
"2836","762571",13,2
"2837","762563",14,1
"2838","762557",19,2
"2839","762547",12,1
"2840","762539",20,2
"2841","762529",20,5
"2842","762499",14,2
"2843","762491",16,1
"2844","762479",17,1
"2845","762409",19,2
"2846","762407",20,3
"2847","762401",23,1
"2848","762397",20,1
"2849","762389",25,0
"2850","762379",20,1
"2851","762373",24,2
"2852","762371",24,3
"2853","762367",22,0
"2854","762329",16,0
"2855","762319",22,1
"2856","762277",21,1
"2857","762257",21,2
"2858","762253",18,2
"2859","762241",11,0
"2860","762239",13,2
"2861","762233",15,1
"2862","762227",26,3
"2863","762211",27,1
"2864","762187",15,1
"2865","762121",12,1
"2866","762101",12,2
"2867","762061",15,1
"2868","762053",17,3
"2869","762049",15,1
"2870","762037",8,3
"2871","762031",15,2
"2872","762017",9,0
"2873","762007",19,1
"2874","762001",26,0
"2875","761993",13,0
"2876","761983",13,1
"2877","761977",17,1
"2878","761963",17,0
"2879","761939",21,0
"2880","761927",16,0
"2881","761897",20,1
"2882","761879",21,1
"2883","761869",21,1
"2884","761863",17,2
"2885","761861",18,0
"2886","761833",11,0
"2887","761809",26,1
"2888","761807",19,0
"2889","761779",17,0
"2890","761777",34,5
"2891","761773",10,1
"2892","761731",21,3
"2893","761713",19,0
"2894","761711",22,2
"2895","761689",21,2
"2896","761681",14,1
"2897","761671",25,0
"2898","761669",13,3
"2899","761633",15,0
"2900","761623",22,2
"2901","761611",13,1
"2902","761603",13,1
"2903","761597",24,3
"2904","761591",15,0
"2905","761567",20,4
"2906","761561",14,0
"2907","761543",27,1
"2908","761533",14,0
"2909","761531",15,0
"2910","761521",15,0
"2911","761489",17,0
"2912","761483",17,0
"2913","761477",15,1
"2914","761471",11,0
"2915","761459",19,1
"2916","761443",14,0
"2917","761441",17,0
"2918","761437",16,2
"2919","761429",16,1
"2920","761417",29,3
"2921","761407",20,1
"2922","761399",23,0
"2923","761393",25,0
"2924","761389",23,2
"2925","761381",15,1
"2926","761377",27,0
"2927","761363",25,0
"2928","761357",16,0
"2929","761351",10,1
"2930","761347",11,0
"2931","761297",10,0
"2932","761291",25,3
"2933","761263",12,0
"2934","761261",11,1
"2935","761251",20,2
"2936","761249",24,2
"2937","761227",16,0
"2938","761213",21,1
"2939","761207",17,2
"2940","761203",18,2
"2941","761183",16,0
"2942","761179",11,0
"2943","761177",24,4
"2944","761161",21,6
"2945","761153",15,1
"2946","761129",19,0
"2947","761119",21,1
"2948","761113",19,0
"2949","761087",16,1
"2950","761069",20,3
"2951","761051",20,0
"2952","761023",18,2
"2953","761009",15,0
"2954","761003",14,1
"2955","760997",15,1
"2956","760993",15,0
"2957","760961",12,1
"2958","760951",23,0
"2959","760939",23,0
"2960","760933",20,0
"2961","760927",20,1
"2962","760913",20,0
"2963","760901",16,1
"2964","760897",19,3
"2965","760891",17,0
"2966","760871",16,0
"2967","760847",13,1
"2968","760843",23,1
"2969","760841",21,0
"2970","760813",12,0
"2971","760807",22,0
"2972","760783",17,1
"2973","760769",17,1
"2974","760759",25,2
"2975","760729",18,1
"2976","760723",23,2
"2977","760693",17,2
"2978","760657",11,0
"2979","760649",18,2
"2980","760637",18,1
"2981","760621",19,1
"2982","760619",10,0
"2983","760607",63,5
"2984","760579",13,1
"2985","760567",20,1
"2986","760561",16,0
"2987","760553",11,2
"2988","760549",12,0
"2989","760537",11,0
"2990","760531",15,1
"2991","760519",19,3
"2992","760511",16,0
"2993","760499",14,1
"2994","760489",16,0
"2995","760477",14,1
"2996","760457",11,0
"2997","760453",11,0
"2998","760447",11,0
"2999","760433",15,1
"3000","760423",25,1
"3001","760411",23,1
"3002","760373",11,0
"3003","760367",13,0
"3004","760343",29,3
"3005","760321",15,1
"3006","760301",14,1
"3007","760297",10,0
"3008","760289",9,0
"3009","760273",17,1
"3010","760267",18,0
"3011","760261",16,1
"3012","760241",8,0
"3013","760237",16,0
"3014","760231",19,1
"3015","760229",13,2
"3016","760211",13,1
"3017","760187",16,1
"3018","760183",14,0
"3019","760169",17,2
"3020","760163",14,1
"3021","760153",11,0
"3022","760147",13,1
"3023","760141",10,1
"3024","760129",12,0
"3025","760117",14,0
"3026","760103",12,0
"3027","760093",19,2
"3028","760079",22,2
"3029","760063",16,0
"3030","760043",13,0
"3031","760007",36,7
"3032","759973",13,0
"3033","759961",8,0
"3034","759959",37,5
"3035","759953",18,1
"3036","759947",10,0
"3037","759929",19,0
"3038","759923",15,0
"3039","759911",17,0
"3040","759893",12,0
"3041","759881",19,0
"3042","759833",20,0
"3043","759821",13,0
"3044","759799",21,5
"3045","759797",19,2
"3046","759763",19,0
"3047","759757",15,0
"3048","759739",22,2
"3049","759727",14,2
"3050","759719",19,1
"3051","759709",20,0
"3052","759701",14,0
"3053","759697",17,2
"3054","759691",29,4
"3055","759673",12,0
"3056","759659",21,3
"3057","759653",15,1
"3058","759641",22,1
"3059","759637",19,0
"3060","759631",17,2
"3061","759623",14,1
"3062","759617",17,2
"3063","759599",43,6
"3064","759589",17,2
"3065","759581",14,2
"3066","759571",22,0
"3067","759569",22,4
"3068","759559",24,2
"3069","759557",26,7
"3070","759553",15,2
"3071","759547",23,2
"3072","759523",11,0
"3073","759503",18,0
"3074","759491",22,1
"3075","759467",13,1
"3076","759463",13,0
"3077","759457",12,0
"3078","759433",11,0
"3079","759431",14,2
"3080","759401",11,0
"3081","759397",15,2
"3082","759377",10,0
"3083","759371",19,1
"3084","759359",28,6
"3085","759329",16,0
"3086","759313",14,1
"3087","759301",18,2
"3088","759293",16,1
"3089","759287",16,1
"3090","759263",21,0
"3091","759229",19,0
"3092","759223",14,0
"3093","759193",16,1
"3094","759181",12,1
"3095","759179",19,1
"3096","759173",9,1
"3097","759167",25,0
"3098","759149",9,1
"3099","759131",9,0
"3100","759113",9,0
"3101","759103",7,1
"3102","759089",23,5
"3103","759053",9,0
"3104","759047",19,0
"3105","759037",10,0
"3106","759029",10,0
"3107","759019",12,0
"3108","759001",31,4
"3109","758987",15,1
"3110","758971",16,1
"3111","758969",21,6
"3112","758963",17,2
"3113","758957",19,1
"3114","758941",27,2
"3115","758929",18,0
"3116","758899",30,5
"3117","758893",11,1
"3118","758887",14,1
"3119","758867",25,3
"3120","758851",17,2
"3121","758837",14,3
"3122","758827",25,1
"3123","758819",13,1
"3124","758789",19,1
"3125","758783",13,0
"3126","758767",17,1
"3127","758753",15,1
"3128","758743",12,0
"3129","758741",14,0
"3130","758731",16,1
"3131","758729",16,1
"3132","758713",12,1
"3133","758711",19,0
"3134","758707",20,1
"3135","758699",26,2
"3136","758687",17,0
"3137","758671",20,1
"3138","758633",24,1
"3139","758629",14,0
"3140","758617",21,1
"3141","758599",21,1
"3142","758579",26,1
"3143","758573",18,0
"3144","758561",17,0
"3145","758551",12,0
"3146","758521",12,0
"3147","758519",13,0
"3148","758503",13,0
"3149","758501",9,0
"3150","758491",14,0
"3151","758453",12,1
"3152","758449",8,1
"3153","758441",12,1
"3154","758431",18,0
"3155","758411",13,0
"3156","758393",13,2
"3157","758383",29,1
"3158","758363",13,1
"3159","758357",25,1
"3160","758341",17,1
"3161","758339",20,1
"3162","758323",19,1
"3163","758299",15,0
"3164","758279",14,1
"3165","758273",16,1
"3166","758269",16,3
"3167","758267",14,0
"3168","758243",13,0
"3169","758237",16,0
"3170","758231",14,2
"3171","758227",22,2
"3172","758203",13,1
"3173","758201",19,1
"3174","758189",12,0
"3175","758179",13,1
"3176","758159",18,1
"3177","758141",14,1
"3178","758137",18,1
"3179","758111",15,1
"3180","758101",17,1
"3181","758099",16,0
"3182","758083",14,0
"3183","758071",18,1
"3184","758053",14,0
"3185","758041",25,0
"3186","758029",11,0
"3187","758003",10,1
"3188","757997",23,1
"3189","757993",12,0
"3190","757951",13,0
"3191","757943",16,0
"3192","757937",6,0
"3193","757927",20,1
"3194","757909",7,0
"3195","757903",10,0
"3196","757879",15,0
"3197","757829",13,0
"3198","757819",19,0
"3199","757811",9,0
"3200","757807",12,1
