"","text","favorite_count","retweet_count"
"1340","782687",19,1
"1341","782671",20,0
"1342","782669",40,3
"1343","782659",23,1
"1344","782641",22,1
"1345","782611",15,0
"1346","782581",20,2
"1347","782539",16,1
"1348","782519",13,0
"1349","782501",19,0
"1350","782497",16,1
"1351","782489",18,1
"1352","782473",14,2
"1353","782461",13,0
"1354","782443",18,1
"1355","782429",13,2
"1356","782393",20,0
"1357","782389",17,0
"1358","782387",18,2
"1359","782381",20,1
"1360","782371",22,0
"1361","782339",15,0
"1362","782329",18,0
"1363","782311",22,0
"1364","782297",14,0
"1365","782267",18,0
"1366","782263",10,0
"1367","782251",15,0
"1368","782231",21,0
"1369","782219",16,3
"1370","782209",13,3
"1371","782191",20,0
"1372","782189",18,0
"1373","782183",23,1
"1374","782149",21,0
"1375","782147",16,2
"1376","782141",22,2
"1377","782137",24,3
"1378","782129",12,1
"1379","782123",18,1
"1380","782113",12,0
"1381","782107",18,2
"1382","782087",21,1
"1383","782083",20,1
"1384","782071",17,0
"1385","782057",23,1
"1386","782053",31,0
"1387","782011",18,1
"1388","782009",15,1
"1389","782003",27,4
"1390","781999",26,2
"1391","781997",24,1
"1392","781987",17,1
"1393","781973",13,0
"1394","781969",35,3
"1395","781967",12,1
"1396","781961",8,0
"1397","781951",12,0
"1398","781919",20,1
"1399","781897",19,0
"1400","781889",30,0
"1401","781883",16,0
"1402","781867",15,0
"1403","781861",21,2
"1404","781853",22,1
"1405","781819",24,1
"1406","781817",34,6
"1407","781801",20,0
"1408","781799",23,3
"1409","781771",14,1
"1410","781741",19,1
"1411","781733",18,1
"1412","781721",17,0
"1413","781681",29,1
"1414","781673",21,0
"1415","781661",22,1
"1416","781633",16,0
"1417","781631",13,1
"1418","781619",14,2
"1419","781607",22,1
"1420","781601",20,0
"1421","781589",16,0
"1422","781567",27,1
"1423","781559",15,1
"1424","781531",16,0
"1425","781523",20,2
"1426","781519",15,0
"1427","781513",15,1
"1428","781511",29,0
"1429","781493",35,3
"1430","781483",20,0
"1431","781481",29,2
"1432","781453",38,1
"1433","781433",21,0
"1434","781427",24,2
"1435","781423",26,2
"1436","781409",31,0
"1437","781399",29,1
"1438","781397",29,3
"1439","781387",17,1
"1440","781369",32,2
"1441","781367",18,1
"1442","781357",24,1
"1443","781351",20,0
"1444","781327",24,0
"1445","781321",22,1
"1446","781309",19,0
"1447","781307",23,1
"1448","781301",20,0
"1449","781283",22,0
"1450","781271",21,2
"1451","781247",25,2
"1452","781243",24,4
"1453","781229",24,1
"1454","781217",27,2
"1455","781211",24,2
"1456","781199",28,1
"1457","781171",19,1
"1458","781163",22,1
"1459","781139",15,0
"1460","781129",24,0
"1461","781127",18,2
"1462","781117",15,0
"1463","781111",66,7
"1464","781087",20,0
"1465","781069",18,1
"1466","781063",12,0
"1467","781051",9,0
"1468","781043",24,0
"1469","781021",15,0
"1470","781007",18,0
"1471","781003",24,0
"1472","780991",9,1
"1473","780973",10,0
"1474","780971",12,1
"1475","780961",23,2
"1476","780953",21,0
"1477","780931",17,0
"1478","780917",25,2
"1479","780889",24,1
"1480","780887",34,3
"1481","780877",22,0
"1482","780869",20,1
"1483","780853",21,0
"1484","780851",22,0
"1485","780841",25,1
"1486","780833",28,2
"1487","780823",23,2
"1488","780817",19,1
"1489","780809",35,4
"1490","780803",24,0
"1491","780799",24,1
"1492","780733",20,0
"1493","780721",18,0
"1494","780719",28,0
"1495","780707",35,0
"1496","780697",24,2
"1497","780683",19,1
"1498","780679",20,1
"1499","780671",15,1
"1500","780667",13,0
"1501","780649",13,0
"1502","780631",21,2
"1503","780613",19,1
"1504","780601",26,0
"1505","780587",18,1
"1506","780583",16,1
"1507","780553",18,0
"1508","780523",28,1
"1509","780499",25,0
"1510","780469",25,3
"1511","780457",19,1
"1512","780433",18,0
"1513","780421",26,0
"1514","780401",17,1
"1515","780397",26,2
"1516","780389",20,0
"1517","780383",25,1
"1518","780379",19,0
"1519","780371",20,0
"1520","780347",15,0
"1521","780343",11,0
"1522","780323",19,2
"1523","780287",18,4
"1524","780257",14,2
"1525","780253",23,1
"1526","780233",24,1
"1527","780223",25,1
"1528","780211",22,2
"1529","780193",28,1
"1530","780191",19,0
"1531","780179",17,0
"1532","780173",23,1
"1533","780163",15,0
"1534","780127",14,0
"1535","780119",21,1
"1536","780061",32,1
"1537","780049",17,0
"1538","780047",12,0
"1539","780041",17,0
"1540","780037",23,1
"1541","780029",33,1
"1542","779993",71,2
"1543","779983",22,0
"1544","779981",14,2
"1545","779971",22,0
"1546","779939",23,0
"1547","779927",16,2
"1548","779899",42,1
"1549","779887",21,0
"1550","779879",21,0
"1551","779873",21,0
"1552","779869",23,1
"1553","779837",14,0
"1554","779827",21,1
"1555","779797",105,18
"1556","779791",27,1
"1557","779771",33,2
"1558","779767",37,1
"1559","779761",15,0
"1560","779749",20,0
"1561","779747",25,2
"1562","779731",17,2
"1563","779707",22,0
"1564","779699",41,2
"1565","779693",18,3
"1566","779663",22,0
"1567","779659",19,1
"1568","779657",12,0
"1569","779621",15,0
"1570","779617",22,1
"1571","779609",27,2
"1572","779599",38,3
"1573","779593",22,0
"1574","779591",29,0
"1575","779579",24,1
"1576","779573",19,0
"1577","779563",16,0
"1578","779561",17,0
"1579","779543",17,2
"1580","779531",20,0
"1581","779521",20,0
"1582","779507",18,0
"1583","779489",27,1
"1584","779477",20,0
"1585","779413",19,0
"1586","779377",40,5
"1587","779357",24,2
"1588","779353",25,4
"1589","779351",18,1
"1590","779347",26,0
"1591","779341",16,0
"1592","779329",9,0
"1593","779327",17,0
"1594","779267",20,2
"1595","779249",14,1
"1596","779239",19,1
"1597","779231",17,2
"1598","779221",24,2
"1599","779189",13,1
"1600","779173",23,1
"1601","779159",28,0
"1602","779137",16,1
"1603","779131",14,2
"1604","779111",54,7
"1605","779101",24,2
"1606","779081",19,0
"1607","779069",32,1
"1608","779063",25,1
"1609","779039",27,1
"1610","779021",22,0
"1611","779011",24,0
"1612","779003",34,1
"1613","778993",21,0
"1614","778979",25,0
"1615","778963",25,0
"1616","778951",14,0
"1617","778933",21,1
"1618","778927",25,1
"1619","778913",22,1
"1620","778907",18,0
"1621","778903",26,2
"1622","778879",37,2
"1623","778873",17,2
"1624","778871",30,2
"1625","778847",24,1
"1626","778831",18,0
"1627","778819",22,2
"1628","778793",22,0
"1629","778777",136,31
"1630","778769",29,6
"1631","778763",24,1
"1632","778759",18,0
"1633","778733",19,0
"1634","778727",20,1
"1635","778717",15,1
"1636","778709",16,0
"1637","778699",25,2
"1638","778697",16,1
"1639","778693",26,2
"1640","778681",17,0
"1641","778667",28,1
"1642","778663",15,1
"1643","778643",16,1
"1644","778633",17,1
"1645","778597",15,0
"1646","778579",26,1
"1647","778567",18,0
"1648","778559",22,0
"1649","778553",24,2
"1650","778541",17,0
"1651","778537",20,0
"1652","778529",20,0
"1653","778523",22,0
"1654","778513",21,1
"1655","778511",29,1
"1656","778507",24,2
"1657","778469",25,5
"1658","778439",23,2
"1659","778417",19,0
"1660","778409",28,2
"1661","778403",18,0
"1662","778397",26,1
"1663","778391",18,0
"1664","778363",15,1
"1665","778361",12,1
"1666","778357",15,0
"1667","778333",38,3
"1668","778319",23,1
"1669","778313",28,1
"1670","778307",21,0
"1671","778301",26,1
"1672","778247",27,0
"1673","778241",22,0
"1674","778237",21,0
"1675","778223",30,2
"1676","778213",26,0
"1677","778201",21,1
"1678","778187",27,2
"1679","778163",20,0
"1680","778153",17,0
"1681","778123",19,0
"1682","778121",18,0
"1683","778111",52,3
"1684","778109",16,0
"1685","778097",19,1
"1686","778091",15,0
"1687","778081",11,0
"1688","778079",10,0
"1689","778061",15,0
"1690","778051",19,0
"1691","778049",26,1
"1692","778027",15,0
"1693","778013",18,1
"1694","777989",41,5
"1695","777979",78,11
"1696","777977",168,35
"1697","777919",25,3
"1698","777911",43,2
"1699","777901",24,0
"1700","777877",98,13
"1701","777871",29,1
"1702","777863",25,0
"1703","777859",27,0
"1704","777857",17,1
"1705","777839",21,1
"1706","777817",24,1
"1707","777787",183,30
"1708","777781",32,1
"1709","777769",108,21
"1710","777761",30,1
"1711","777743",40,0
"1712","777737",185,47
"1713","777731",55,10
"1714","777683",15,1
"1715","777677",817,51
"1716","777671",14,2
"1717","777661",30,2
"1718","777643",15,1
"1719","777641",16,1
"1720","777619",26,2
"1721","777617",29,1
"1722","777589",23,1
"1723","777583",23,0
"1724","777571",24,2
"1725","777551",19,3
"1726","777541",11,0
"1727","777479",18,2
"1728","777473",27,1
"1729","777463",18,0
"1730","777451",16,0
"1731","777437",27,2
"1732","777433",12,1
"1733","777431",20,1
"1734","777421",17,0
"1735","777419",9,0
"1736","777391",18,2
"1737","777389",21,3
"1738","777383",23,3
"1739","777373",64,12
"1740","777353",19,0
"1741","777349",12,1
"1742","777317",16,1
"1743","777313",29,2
"1744","777277",251,40
"1745","777269",34,3
"1746","777251",20,0
"1747","777247",19,0
"1748","777241",18,0
"1749","777221",23,0
"1750","777209",17,1
"1751","777199",35,7
"1752","777191",21,1
"1753","777187",22,0
"1754","777181",21,2
"1755","777173",17,0
"1756","777169",45,3
"1757","777167",27,0
"1758","777151",33,0
"1759","777143",18,1
"1760","777137",31,3
"1761","777109",16,1
"1762","777103",19,0
"1763","777097",22,4
"1764","777071",47,4
"1765","777041",28,4
"1766","777031",31,1
"1767","777013",26,4
"1768","777011",40,10
"1769","777001",98,28
"1770","776987",25,1
"1771","776983",22,2
"1772","776977",46,6
"1773","776969",64,19
"1774","776947",18,1
"1775","776921",20,1
"1776","776899",35,5
"1777","776887",25,1
"1778","776879",14,0
"1779","776869",26,3
"1780","776861",16,1
"1781","776851",9,0
"1782","776837",23,1
"1783","776819",18,0
"1784","776813",18,1
"1785","776801",14,2
"1786","776759",16,1
"1787","776753",16,1
"1788","776749",23,2
"1789","776729",21,0
"1790","776719",18,2
"1791","776693",26,2
"1792","776683",21,3
"1793","776651",18,1
"1794","776627",20,1
"1795","776599",28,1
"1796","776569",14,1
"1797","776563",23,2
"1798","776561",17,0
"1799","776557",28,2
"1800","776551",17,1
"1801","776521",13,0
"1802","776513",15,0
"1803","776507",13,0
"1804","776497",14,0
"1805","776483",11,0
"1806","776471",27,0
"1807","776467",18,0
"1808","776453",10,1
"1809","776449",19,2
"1810","776429",14,0
"1811","776401",12,1
"1812","776389",18,0
"1813","776357",13,0
"1814","776327",12,1
"1815","776317",20,1
"1816","776287",16,0
"1817","776267",19,3
"1818","776257",20,0
"1819","776249",19,1
"1820","776233",18,2
"1821","776221",19,0
"1822","776219",17,0
"1823","776201",16,0
"1824","776183",12,1
"1825","776179",11,0
"1826","776177",20,1
"1827","776173",19,1
"1828","776159",22,1
"1829","776143",16,0
"1830","776137",21,1
"1831","776119",19,0
"1832","776117",16,0
"1833","776099",23,1
"1834","776077",25,0
"1835","776059",16,1
"1836","776057",16,1
"1837","776047",12,0
"1838","776029",14,0
"1839","776003",22,2
"1840","775987",12,0
"1841","775963",15,0
"1842","775949",21,0
"1843","775939",20,1
"1844","775937",15,0
"1845","775933",17,2
"1846","775919",13,0
"1847","775889",17,1
"1848","775871",18,0
"1849","775861",13,0
"1850","775823",19,1
"1851","775811",20,0
"1852","775807",14,0
"1853","775787",17,2
"1854","775777",93,20
"1855","775757",53,14
"1856","775741",14,0
"1857","775739",13,1
"1858","775729",13,2
"1859","775711",15,2
"1860","775681",15,2
"1861","775669",21,5
"1862","775661",16,1
"1863","775639",17,1
"1864","775633",12,1
"1865","775627",13,0
"1866","775613",13,2
"1867","775603",21,1
"1868","775601",12,1
"1869","775573",16,0
"1870","775553",18,1
"1871","775531",18,0
"1872","775517",17,2
"1873","775513",15,1
"1874","775507",22,0
"1875","775477",30,5
"1876","775451",20,0
"1877","775441",24,2
"1878","775417",12,0
"1879","775393",15,1
"1880","775367",15,0
"1881","775363",9,1
"1882","775361",7,1
"1883","775349",11,2
"1884","775343",12,0
"1885","775309",9,0
"1886","775273",23,0
"1887","775267",16,1
"1888","775259",14,0
"1889","775241",18,0
"1890","775237",24,1
"1891","775193",13,3
"1892","775189",12,0
"1893","775163",15,3
"1894","775157",26,2
"1895","775153",16,1
"1896","775147",15,2
"1897","775121",16,1
"1898","775097",23,4
"1899","775091",23,1
"1900","775087",10,0
"1901","775079",22,0
"1902","775063",17,0
"1903","775057",16,0
"1904","775043",16,1
"1905","775037",17,1
"1906","775007",24,3
"1907","774997",17,2
"1908","774959",21,1
"1909","774931",17,0
"1910","774929",14,0
"1911","774919",18,4
"1912","774901",12,0
"1913","774863",16,0
"1914","774857",12,0
"1915","774853",20,0
"1916","774833",19,0
"1917","774821",20,0
"1918","774811",14,1
"1919","774803",11,0
"1920","774799",17,3
"1921","774797",21,0
"1922","774791",22,2
"1923","774779",28,2
"1924","774773",33,2
"1925","774757",24,0
"1926","774733",20,0
"1927","774703",8,2
"1928","774691",14,2
"1929","774679",16,1
"1930","774671",9,0
"1931","774667",47,8
"1932","774661",16,0
"1933","774643",14,0
"1934","774629",17,2
"1935","774601",14,2
"1936","774593",19,0
"1937","774589",17,0
"1938","774583",10,0
"1939","774577",26,4
"1940","774551",19,0
"1941","774541",17,0
"1942","774523",25,2
"1943","774511",16,1
"1944","774491",24,1
"1945","774467",20,0
"1946","774463",19,0
"1947","774439",20,0
"1948","774427",21,1
"1949","774377",33,3
"1950","774343",25,6
"1951","774337",21,2
"1952","774317",10,2
"1953","774313",17,2
"1954","774289",15,0
"1955","774283",13,1
"1956","774239",19,0
"1957","774233",21,2
"1958","774229",16,3
"1959","774223",19,2
"1960","774217",15,0
"1961","774199",27,2
"1962","774181",10,0
"1963","774173",20,0
"1964","774161",19,1
"1965","774149",12,1
"1966","774143",21,0
"1967","774133",16,0
"1968","774131",15,1
"1969","774127",21,1
"1970","774119",17,0
"1971","774107",13,0
"1972","774083",9,0
"1973","774073",25,0
"1974","774071",15,1
"1975","774047",27,4
"1976","774023",24,1
"1977","774017",24,1
"1978","774001",29,2
"1979","773999",56,12
"1980","773989",18,1
"1981","773987",19,0
"1982","773953",15,2
"1983","773951",20,0
"1984","773939",21,1
"1985","773933",17,3
"1986","773909",18,0
"1987","773897",17,0
"1988","773879",18,1
"1989","773869",15,3
"1990","773867",12,1
"1991","773863",12,1
"1992","773849",19,1
"1993","773837",14,2
"1994","773831",13,0
"1995","773821",12,1
"1996","773803",11,1
"1997","773779",21,6
"1998","773777",89,29
"1999","773767",13,1
"2000","773723",26,6
"2001","773719",11,1
"2002","773713",15,0
"2003","773693",16,5
"2004","773683",11,1
"2005","773681",19,1
"2006","773659",12,1
"2007","773657",14,2
"2008","773611",16,1
"2009","773609",21,1
"2010","773603",16,3
"2011","773599",18,0
"2012","773579",14,1
"2013","773569",15,2
"2014","773567",14,2
"2015","773561",15,0
"2016","773537",16,1
"2017","773533",21,4
"2018","773501",12,1
"2019","773497",20,0
"2020","773491",18,0
"2021","773473",27,0
"2022","773453",20,1
"2023","773447",27,0
"2024","773417",16,4
"2025","773407",12,2
"2026","773393",18,2
"2027","773387",13,1
"2028","773371",26,5
"2029","773363",18,2
"2030","773341",9,1
"2031","773317",18,4
"2032","773299",10,0
"2033","773287",14,0
"2034","773273",10,0
"2035","773251",15,0
"2036","773249",14,1
"2037","773239",18,1
"2038","773231",23,3
"2039","773209",11,1
"2040","773207",21,2
"2041","773159",11,2
"2042","773153",14,0
"2043","773147",18,0
"2044","773117",19,2
"2045","773093",24,1
"2046","773083",14,0
"2047","773081",11,0
"2048","773063",18,1
"2049","773057",7,0
"2050","773039",11,0
"2051","773029",14,1
"2052","773027",11,1
"2053","773023",20,0
"2054","773021",9,0
"2055","772991",15,3
"2056","772987",16,1
"2057","772963",15,1
"2058","772949",16,1
"2059","772921",15,1
"2060","772913",9,0
"2061","772909",13,2
"2062","772907",10,0
"2063","772903",16,1
"2064","772867",14,0
"2065","772859",17,1
"2066","772853",16,2
"2067","772847",10,1
"2068","772843",10,0
"2069","772789",18,0
"2070","772771",63,14
"2071","772757",24,1
"2072","772721",35,6
"2073","772703",12,0
"2074","772697",16,2
"2075","772691",12,2
"2076","772669",25,3
"2077","772663",22,1
"2078","772661",19,1
"2079","772657",23,3
"2080","772649",11,0
"2081","772631",23,2
"2082","772619",20,0
"2083","772591",17,2
"2084","772573",13,0
"2085","772571",17,0
"2086","772567",15,0
"2087","772537",17,2
"2088","772517",19,2
"2089","772493",13,0
"2090","772477",50,5
"2091","772459",11,0
"2092","772451",10,0
"2093","772441",21,0
"2094","772439",25,1
"2095","772403",25,2
"2096","772393",23,2
"2097","772391",18,0
"2098","772381",16,1
"2099","772379",17,1
"2100","772367",19,1
"2101","772349",16,0
"2102","772339",22,2
"2103","772333",46,7
"2104","772313",29,1
"2105","772297",16,1
"2106","772279",31,2
"2107","772273",25,1
"2108","772231",25,1
"2109","772229",45,7
"2110","772207",20,0
"2111","772181",17,3
"2112","772169",18,1
"2113","772159",18,2
"2114","772147",27,3
"2115","772139",19,1
"2116","772127",29,2
"2117","772097",18,1
"2118","772091",15,0
"2119","772081",21,0
"2120","772073",21,0
"2121","772061",18,2
"2122","772019",18,1
"2123","772003",19,3
"2124","772001",33,3
"2125","771997",21,1
"2126","771973",13,1
"2127","771971",14,1
"2128","771961",19,0
"2129","771941",22,0
"2130","771937",15,1
"2131","771917",12,1
"2132","771899",27,3
"2133","771889",14,1
"2134","771887",14,1
"2135","771877",24,2
"2136","771863",15,1
"2137","771853",9,0
"2138","771809",16,1
"2139","771781",15,0
"2140","771769",36,5
"2141","771763",19,0
"2142","771739",12,1
"2143","771703",17,2
"2144","771697",18,2
"2145","771691",9,1
"2146","771679",13,1
"2147","771653",11,1
"2148","771643",12,1
"2149","771637",15,0
"2150","771629",15,2
"2151","771623",13,2
"2152","771619",16,2
"2153","771607",17,1
"2154","771587",16,0
"2155","771583",15,0
"2156","771569",26,1
"2157","771553",22,1
"2158","771527",20,0
"2159","771517",17,2
"2160","771509",16,1
"2161","771503",17,1
"2162","771499",28,1
"2163","771481",17,0
"2164","771473",13,1
"2165","771461",20,2
"2166","771439",18,0
"2167","771437",19,0
"2168","771431",15,0
"2169","771427",18,0
"2170","771403",18,0
"2171","771401",17,1
"2172","771389",21,0
"2173","771359",12,1
"2174","771349",18,1
"2175","771301",11,1
"2176","771299",26,2
"2177","771293",20,0
"2178","771289",16,1
"2179","771283",16,0
"2180","771269",20,2
"2181","771233",18,1
"2182","771227",18,1
"2183","771217",25,1
"2184","771209",19,0
"2185","771181",20,0
"2186","771179",20,3
"2187","771163",21,0
"2188","771143",19,0
"2189","771109",20,1
"2190","771091",20,1
"2191","771079",66,5
"2192","771073",19,1
"2193","771049",17,0
"2194","771047",14,0
"2195","771037",20,5
"2196","771031",22,2
"2197","771019",15,1
"2198","771013",17,2
"2199","771011",19,2
"2200","770993",12,1
"2201","770981",10,0
"2202","770971",15,1
"2203","770951",18,0
"2204","770929",12,0
"2205","770927",16,1
"2206","770909",30,6
"2207","770897",30,1
"2208","770881",22,1
"2209","770873",16,1
"2210","770867",25,3
"2211","770863",18,0
"2212","770843",21,0
"2213","770839",25,1
"2214","770837",21,3
"2215","770813",17,1
"2216","770801",21,0
"2217","770789",19,0
"2218","770771",54,10
"2219","770767",26,3
"2220","770761",21,2
"2221","770741",17,0
"2222","770669",25,3
"2223","770663",24,4
"2224","770657",17,2
"2225","770647",20,1
"2226","770641",14,0
"2227","770639",17,0
"2228","770611",19,1
"2229","770597",16,1
"2230","770591",19,1
"2231","770587",16,1
"2232","770579",19,0
"2233","770573",25,1
"2234","770557",22,1
"2235","770551",31,2
"2236","770537",21,0
"2237","770533",26,0
"2238","770527",23,0
"2239","770519",16,1
"2240","770503",14,0
"2241","770459",16,2
"2242","770449",17,0
"2243","770447",15,1
"2244","770437",21,0
"2245","770417",11,1
"2246","770401",21,2
"2247","770387",14,1
"2248","770359",8,0
"2249","770353",17,3
"2250","770311",19,2
"2251","770309",24,2
"2252","770291",15,1
"2253","770281",20,1
"2254","770261",15,0
"2255","770239",13,0
"2256","770233",19,1
"2257","770227",18,1
"2258","770207",18,0
"2259","770191",17,1
"2260","770183",15,0
"2261","770179",17,1
"2262","770177",52,3
"2263","770167",26,1
"2264","770129",25,1
"2265","770123",30,2
"2266","770113",29,2
"2267","770111",69,18
"2268","770101",39,6
"2269","770069",50,6
"2270","770059",11,0
"2271","770057",26,3
"2272","770053",14,0
"2273","770047",19,0
"2274","770041",21,2
"2275","770039",24,2
"2276","770027",16,4
"2277","769999",207,53
"2278","769997",53,9
"2279","769987",21,2
"2280","769973",26,2
"2281","769963",18,2
"2282","769961",29,3
"2283","769943",23,2
"2284","769927",15,2
"2285","769919",32,4
"2286","769903",18,1
"2287","769871",16,1
"2288","769837",17,1
"2289","769807",22,1
"2290","769799",36,4
"2291","769789",25,5
"2292","769781",21,4
"2293","769751",28,4
"2294","769739",29,6
"2295","769733",19,4
"2296","769729",29,4
"2297","769723",28,5
"2298","769687",18,3
"2299","769673",14,5
"2300","769663",30,5
"2301","769661",29,3
"2302","769627",26,3
"2303","769619",29,5
"2304","769597",14,2
"2305","769591",14,3
"2306","769589",21,3
"2307","769579",24,3
"2308","769577",22,3
"2309","769553",17,2
"2310","769547",14,2
"2311","769543",23,2
"2312","769541",24,2
"2313","769487",14,3
"2314","769469",39,2
"2315","769463",18,4
"2316","769459",23,3
"2317","769453",32,3
"2318","769429",18,4
"2319","769423",19,5
"2320","769421",28,3
"2321","769411",19,4
"2322","769387",11,4
"2323","769357",19,3
"2324","769339",13,2
"2325","769319",15,6
"2326","769309",23,3
"2327","769297",13,4
"2328","769289",23,5
"2329","769273",22,5
"2330","769261",14,2
"2331","769259",17,4
"2332","769247",17,2
"2333","769243",19,4
"2334","769231",17,6
"2335","769207",17,3
"2336","769169",37,4
"2337","769159",18,2
"2338","769151",18,3
"2339","769147",15,4
"2340","769123",25,3
"2341","769117",19,2
"2342","769091",22,3
"2343","769081",16,3
"2344","769073",19,4
"2345","769057",22,4
"2346","769039",21,3
"2347","769033",28,2
"2348","769019",19,3
"2349","769007",15,5
"2350","769003",28,3
"2351","768983",18,0
"2352","768979",18,1
"2353","768953",15,0
"2354","768941",17,0
"2355","768931",23,1
"2356","768923",23,1
"2357","768881",34,1
"2358","768869",27,2
"2359","768857",17,1
"2360","768853",14,0
"2361","768851",16,0
"2362","768841",23,0
"2363","768811",23,2
"2364","768799",13,1
"2365","768793",17,0
"2366","768787",38,2
"2367","768773",24,0
"2368","768767",29,2
"2369","768751",18,2
"2370","768727",19,1
"2371","768671",15,0
"2372","768653",20,1
"2373","768643",13,1
"2374","768641",12,0
"2375","768631",12,1
"2376","768629",20,1
"2377","768623",23,2
"2378","768613",16,0
"2379","768589",16,2
"2380","768571",12,0
"2381","768563",20,2
"2382","768541",16,1
"2383","768503",17,2
"2384","768491",22,4
"2385","768479",22,1
"2386","768461",15,1
"2387","768457",21,4
"2388","768437",18,2
"2389","768431",19,2
"2390","768419",19,2
"2391","768409",18,1
"2392","768401",19,0
"2393","768389",14,0
"2394","768377",17,2
"2395","768373",19,1
"2396","768371",18,2
"2397","768359",19,1
"2398","768353",17,1
"2399","768347",21,1
"2400","768343",25,3
"2401","768329",19,2
"2402","768323",20,0
"2403","768319",20,1
"2404","768301",15,1
"2405","768263",16,1
"2406","768259",15,1
"2407","768241",23,1
"2408","768221",13,0
"2409","768203",16,0
"2410","768199",24,2
"2411","768197",20,1
"2412","768193",15,0
"2413","768191",19,0
"2414","768169",23,2
"2415","768167",13,1
"2416","768161",13,0
"2417","768139",15,0
"2418","768133",13,2
"2419","768127",10,1
"2420","768107",13,1
"2421","768101",14,0
"2422","768073",13,1
"2423","768059",14,0
"2424","768049",17,0
"2425","768041",20,2
"2426","768029",21,3
"2427","768013",13,0
"2428","767957",22,1
"2429","767951",15,2
"2430","767909",22,1
"2431","767881",15,1
"2432","767869",19,2
"2433","767867",29,4
"2434","767863",16,3
"2435","767857",13,1
"2436","767843",23,1
"2437","767831",15,1
"2438","767827",16,1
"2439","767813",18,1
"2440","767783",22,1
"2441","767773",36,1
"2442","767761",25,1
"2443","767759",23,0
"2444","767749",21,0
"2445","767747",36,2
"2446","767729",20,1
"2447","767707",36,5
"2448","767681",22,1
"2449","767677",53,12
"2450","767647",29,1
"2451","767633",13,2
"2452","767623",22,2
"2453","767617",32,2
"2454","767603",14,1
"2455","767597",19,0
"2456","767587",23,1
"2457","767551",17,0
"2458","767549",18,1
"2459","767539",16,1
"2460","767537",22,2
"2461","767527",21,1
"2462","767521",21,2
"2463","767513",22,0
"2464","767509",26,1
"2465","767489",14,0
"2466","767471",21,1
"2467","767443",18,1
"2468","767423",19,0
"2469","767399",31,1
"2470","767381",15,2
"2471","767359",21,2
"2472","767357",19,1
"2473","767339",15,2
"2474","767323",33,3
"2475","767321",17,1
"2476","767317",17,1
"2477","767309",17,1
"2478","767293",19,1
"2479","767287",18,1
"2480","767279",21,1
"2481","767243",13,1
"2482","767203",17,1
"2483","767167",23,1
"2484","767161",22,3
"2485","767153",26,1
"2486","767147",24,1
"2487","767131",30,0
"2488","767111",27,3
"2489","767101",19,1
"2490","767093",15,0
"2491","767089",14,1
"2492","767071",21,2
"2493","767051",12,1
"2494","767029",13,0
"2495","767017",20,2
"2496","766999",76,12
"2497","766967",13,1
"2498","766957",18,2
"2499","766943",15,1
"2500","766939",20,1
"2501","766937",15,1
"2502","766907",19,1
"2503","766901",24,1
"2504","766891",19,0
"2505","766877",25,4
"2506","766873",12,2
"2507","766867",20,1
"2508","766861",15,2
"2509","766817",14,0
"2510","766813",18,0
"2511","766811",21,1
"2512","766807",19,1
"2513","766793",16,0
"2514","766769",26,2
"2515","766763",21,0
"2516","766757",18,1
"2517","766739",26,1
"2518","766721",21,0
"2519","766687",38,3
"2520","766679",28,1
"2521","766651",19,1
"2522","766639",20,3
"2523","766637",17,3
"2524","766609",29,4
"2525","766583",15,1
"2526","766559",27,3
"2527","766553",40,4
"2528","766543",19,1
"2529","766541",16,1
"2530","766531",19,0
"2531","766511",21,2
"2532","766501",17,3
"2533","766487",16,1
"2534","766477",19,0
"2535","766471",12,1
"2536","766457",20,1
"2537","766453",15,0
"2538","766439",15,0
"2539","766421",19,1
"2540","766399",26,3
"2541","766393",16,1
"2542","766387",20,0
"2543","766373",16,0
"2544","766369",21,4
"2545","766361",10,0
"2546","766357",26,1
"2547","766333",22,2
"2548","766321",21,1
"2549","766313",16,1
"2550","766301",26,3
"2551","766277",24,2
"2552","766273",19,1
"2553","766261",21,1
"2554","766247",22,1
"2555","766237",15,2
"2556","766231",16,2
"2557","766229",24,2
"2558","766223",16,1
"2559","766211",9,2
"2560","766187",23,2
"2561","766177",14,2
"2562","766169",21,2
"2563","766163",15,2
"2564","766127",13,2
"2565","766111",19,4
"2566","766109",16,2
"2567","766097",15,3
"2568","766091",17,1
"2569","766079",11,2
"2570","766067",18,1
"2571","766049",12,1
"2572","766039",14,2
"2573","766021",15,3
"2574","765991",20,3
"2575","765983",13,2
"2576","765971",14,2
"2577","765953",12,2
"2578","765949",24,3
"2579","765931",19,4
"2580","765913",18,3
"2581","765907",13,1
"2582","765899",20,2
"2583","765893",12,1
"2584","765889",16,2
"2585","765881",22,2
"2586","765859",12,1
"2587","765857",23,0
"2588","765851",17,0
"2589","765847",15,1
"2590","765827",17,3
"2591","765823",18,1
"2592","765781",10,2
"2593","765773",13,1
"2594","765767",33,3
"2595","765763",10,0
"2596","765749",15,2
"2597","765727",11,1
"2598","765707",22,1
"2599","765673",8,1
"2600","765659",26,2
"2601","765649",20,2
"2602","765623",17,1
"2603","765619",12,3
"2604","765613",13,0
"2605","765587",14,2
"2606","765581",21,1
"2607","765577",24,3
"2608","765539",16,3
"2609","765533",23,1
"2610","765521",11,1
